q101 AP880212-0047 WSJ880125-0124
q101 AP880330-0014 WSJ880125-0124 AP880212-0047
q101 WSJ880420-0116 WSJ880125-0124 AP880212-0047 AP880330-0014
q101 AP880513-0046 WSJ880125-0124 AP880212-0047 AP880330-0014 WSJ880420-0116
q112 AP900425-0290 WSJ900406-0117 WSJ900411-0053 WSJ900416-0090 WSJ900420-0137 AP900424-0231
q112 WSJ900426-0032 WSJ900411-0053 WSJ900416-0090 WSJ900420-0137 AP900424-0231 AP900425-0290
q112 WSJ900427-0041 WSJ900416-0090 WSJ900420-0137 AP900424-0231 AP900425-0290 WSJ900426-0032
q112 WSJ900427-0085 WSJ900420-0137 AP900424-0231 AP900425-0290 WSJ900426-0032 WSJ900427-0041
q112 AP900503-0294 AP900424-0231 AP900425-0290 WSJ900426-0032 WSJ900427-0041 WSJ900427-0085
q112 AP900504-0211 AP900425-0290 WSJ900426-0032 WSJ900427-0041 WSJ900427-0085 AP900503-0294
q112 WSJ900508-0055 WSJ900426-0032 WSJ900427-0041 WSJ900427-0085 AP900503-0294 AP900504-0211
q112 WSJ900511-0129 WSJ900427-0041 WSJ900427-0085 AP900503-0294 AP900504-0211 WSJ900508-0055
q112 WSJ900518-0198 WSJ900427-0085 AP900503-0294 AP900504-0211 WSJ900508-0055 WSJ900511-0129
q112 WSJ900522-0126 AP900503-0294 AP900504-0211 WSJ900508-0055 WSJ900511-0129 WSJ900518-0198
q112 WSJ900523-0044 AP900504-0211 WSJ900508-0055 WSJ900511-0129 WSJ900518-0198 WSJ900522-0126
q112 AP900608-0251 WSJ900508-0055 WSJ900511-0129 WSJ900518-0198 WSJ900522-0126 WSJ900523-0044
q112 WSJ900611-0027 WSJ900518-0198 WSJ900522-0126 WSJ900523-0044 AP900608-0251 AP900608-0271
q112 WSJ900612-0040 WSJ900523-0044 AP900608-0251 AP900608-0271 WSJ900611-0027 AP900611-0160
q112 WSJ900612-0063 AP900608-0251 AP900608-0271 WSJ900611-0027 AP900611-0160 WSJ900612-0040
q112 WSJ900614-0029 AP900608-0271 WSJ900611-0027 AP900611-0160 WSJ900612-0040 WSJ900612-0063
q112 WSJ900625-0095 WSJ900611-0027 AP900611-0160 WSJ900612-0040 WSJ900612-0063 WSJ900614-0029
q112 WSJ900702-0073 AP900611-0160 WSJ900612-0040 WSJ900612-0063 WSJ900614-0029 WSJ900625-0095
q112 AP900703-0244 WSJ900612-0040 WSJ900612-0063 WSJ900614-0029 WSJ900625-0095 WSJ900702-0073
q112 WSJ900706-0017 WSJ900612-0063 WSJ900614-0029 WSJ900625-0095 WSJ900702-0073 AP900703-0244
q112 WSJ900716-0051 WSJ900614-0029 WSJ900625-0095 WSJ900702-0073 AP900703-0244 WSJ900706-0017
q112 WSJ900716-0108 WSJ900625-0095 WSJ900702-0073 AP900703-0244 WSJ900706-0017 WSJ900716-0051
q112 AP900717-0245 WSJ900702-0073 AP900703-0244 WSJ900706-0017 WSJ900716-0051 WSJ900716-0108
q112 WSJ900725-0009 AP900703-0244 WSJ900706-0017 WSJ900716-0051 WSJ900716-0108 AP900717-0245
q112 WSJ900731-0051 WSJ900706-0017 WSJ900716-0051 WSJ900716-0108 AP900717-0245 WSJ900725-0009
q112 WSJ900801-0056 WSJ900716-0051 WSJ900716-0108 AP900717-0245 WSJ900725-0009 WSJ900731-0051
q112 WSJ900801-0140 WSJ900716-0108 AP900717-0245 WSJ900725-0009 WSJ900731-0051 WSJ900801-0056
q112 WSJ900802-0107 AP900717-0245 WSJ900725-0009 WSJ900731-0051 WSJ900801-0056 WSJ900801-0140
q112 WSJ900802-0117 WSJ900725-0009 WSJ900731-0051 WSJ900801-0056 WSJ900801-0140 WSJ900802-0107
q112 WSJ900814-0098 WSJ900731-0051 WSJ900801-0056 WSJ900801-0140 WSJ900802-0107 WSJ900802-0117
q112 WSJ900817-0003 WSJ900801-0056 WSJ900801-0140 WSJ900802-0107 WSJ900802-0117 WSJ900814-0098
q112 AP900819-0069 WSJ900801-0140 WSJ900802-0107 WSJ900802-0117 WSJ900814-0098 WSJ900817-0003
q112 AP900820-0194 WSJ900802-0107 WSJ900802-0117 WSJ900814-0098 WSJ900817-0003 AP900819-0069
q112 WSJ900823-0010 WSJ900802-0117 WSJ900814-0098 WSJ900817-0003 AP900819-0069 AP900820-0194
q112 WSJ900828-0096 WSJ900814-0098 WSJ900817-0003 AP900819-0069 AP900820-0194 WSJ900823-0010
q112 AP900831-0243 WSJ900817-0003 AP900819-0069 AP900820-0194 WSJ900823-0010 WSJ900828-0096
q112 WSJ900905-0018 AP900819-0069 AP900820-0194 WSJ900823-0010 WSJ900828-0096 AP900831-0243
q112 WSJ900905-0114 AP900820-0194 WSJ900823-0010 WSJ900828-0096 AP900831-0243 WSJ900905-0018
q112 WSJ900917-0059 WSJ900823-0010 WSJ900828-0096 AP900831-0243 WSJ900905-0018 WSJ900905-0114
q112 WSJ900917-0121 WSJ900828-0096 AP900831-0243 WSJ900905-0018 WSJ900905-0114 WSJ900917-0059
q112 WSJ900919-0090 AP900831-0243 WSJ900905-0018 WSJ900905-0114 WSJ900917-0059 WSJ900917-0121
q112 AP900926-0269 WSJ900905-0018 WSJ900905-0114 WSJ900917-0059 WSJ900917-0121 WSJ900919-0090
q112 WSJ900927-0125 WSJ900905-0114 WSJ900917-0059 WSJ900917-0121 WSJ900919-0090 AP900926-0269
q112 AP901018-0280 WSJ900917-0059 WSJ900917-0121 WSJ900919-0090 AP900926-0269 WSJ900927-0125
q112 AP901029-0185 WSJ900917-0121 WSJ900919-0090 AP900926-0269 WSJ900927-0125 AP901018-0280
q112 AP901204-0250 WSJ900919-0090 AP900926-0269 WSJ900927-0125 AP901018-0280 AP901029-0185
q112 AP901219-0139 AP900926-0269 WSJ900927-0125 AP901018-0280 AP901029-0185 AP901204-0250
q106 WSJ880125-0001 WSJ880114-0006
q106 AP880218-0243 WSJ880114-0006 WSJ880125-0001
q106 WSJ880308-0057 WSJ880114-0006 WSJ880125-0001 AP880218-0243
q106 WSJ880309-0047 WSJ880114-0006 WSJ880125-0001 AP880218-0243 WSJ880308-0057
q106 WSJ880413-0119 WSJ880125-0001 AP880218-0243 WSJ880308-0057 WSJ880309-0047 AP880309-0290
q106 AP880413-0276 AP880218-0243 WSJ880308-0057 WSJ880309-0047 AP880309-0290 WSJ880413-0119
q106 WSJ880420-0147 WSJ880308-0057 WSJ880309-0047 AP880309-0290 WSJ880413-0119 AP880413-0276
q106 WSJ880428-0130 WSJ880309-0047 AP880309-0290 WSJ880413-0119 AP880413-0276 WSJ880420-0147
q106 AP880428-0266 AP880309-0290 WSJ880413-0119 AP880413-0276 WSJ880420-0147 WSJ880428-0130
q106 AP880505-0249 WSJ880413-0119 AP880413-0276 WSJ880420-0147 WSJ880428-0130 AP880428-0266
q106 WSJ880506-0100 AP880413-0276 WSJ880420-0147 WSJ880428-0130 AP880428-0266 AP880505-0249
q106 WSJ880512-0089 WSJ880420-0147 WSJ880428-0130 AP880428-0266 AP880505-0249 WSJ880506-0100
q106 AP880527-0020 WSJ880428-0130 AP880428-0266 AP880505-0249 WSJ880506-0100 WSJ880512-0089
q106 WSJ880527-0040 AP880428-0266 AP880505-0249 WSJ880506-0100 WSJ880512-0089 AP880527-0020
q106 WSJ880606-0123 AP880505-0249 WSJ880506-0100 WSJ880512-0089 AP880527-0020 WSJ880527-0040
q106 AP880607-0272 WSJ880506-0100 WSJ880512-0089 AP880527-0020 WSJ880527-0040 WSJ880606-0123
q106 WSJ880608-0099 WSJ880512-0089 AP880527-0020 WSJ880527-0040 WSJ880606-0123 AP880607-0272
q106 AP880617-0187 AP880527-0020 WSJ880527-0040 WSJ880606-0123 AP880607-0272 WSJ880608-0099
q106 WSJ880622-0023 WSJ880527-0040 WSJ880606-0123 AP880607-0272 WSJ880608-0099 AP880617-0187
q106 WSJ880629-0043 WSJ880606-0123 AP880607-0272 WSJ880608-0099 AP880617-0187 WSJ880622-0023
q106 WSJ880630-0015 AP880607-0272 WSJ880608-0099 AP880617-0187 WSJ880622-0023 WSJ880629-0043
q106 AP880630-0305 WSJ880608-0099 AP880617-0187 WSJ880622-0023 WSJ880629-0043 WSJ880630-0015
q106 WSJ880701-0002 AP880617-0187 WSJ880622-0023 WSJ880629-0043 WSJ880630-0015 AP880630-0305
q106 AP880702-0183 WSJ880622-0023 WSJ880629-0043 WSJ880630-0015 AP880630-0305 WSJ880701-0002
q106 AP880703-0020 WSJ880629-0043 WSJ880630-0015 AP880630-0305 WSJ880701-0002 AP880702-0183
q106 WSJ880712-0001 WSJ880630-0015 AP880630-0305 WSJ880701-0002 AP880702-0183 AP880703-0020
q106 AP880712-0012 AP880630-0305 WSJ880701-0002 AP880702-0183 AP880703-0020 WSJ880712-0001
q106 AP880712-0188 WSJ880701-0002 AP880702-0183 AP880703-0020 WSJ880712-0001 AP880712-0012
q106 AP880719-0004 WSJ880712-0001 AP880712-0012 AP880712-0188 AP880712-0249 WSJ880715-0099
q106 AP880729-0289 AP880712-0012 AP880712-0188 AP880712-0249 WSJ880715-0099 AP880719-0004
q106 WSJ880802-0100 AP880712-0188 AP880712-0249 WSJ880715-0099 AP880719-0004 AP880729-0289
q106 WSJ880804-0083 AP880712-0249 WSJ880715-0099 AP880719-0004 AP880729-0289 WSJ880802-0100
q106 AP880804-0196 WSJ880715-0099 AP880719-0004 AP880729-0289 WSJ880802-0100 WSJ880804-0083
q106 WSJ880824-0050 AP880804-0196 WSJ880805-0016 WSJ880805-0112 AP880810-0017 WSJ880810-0032
q106 AP880824-0081 WSJ880805-0016 WSJ880805-0112 AP880810-0017 WSJ880810-0032 WSJ880824-0050
q106 AP880830-0220 AP880810-0017 WSJ880810-0032 WSJ880824-0050 AP880824-0081 AP880824-0273
q106 WSJ880908-0015 WSJ880810-0032 WSJ880824-0050 AP880824-0081 AP880824-0273 AP880830-0220
q106 WSJ880908-0018 WSJ880824-0050 AP880824-0081 AP880824-0273 AP880830-0220 WSJ880908-0015
q106 WSJ880908-0049 AP880824-0081 AP880824-0273 AP880830-0220 WSJ880908-0015 WSJ880908-0018
q106 AP880908-0263 AP880824-0273 AP880830-0220 WSJ880908-0015 WSJ880908-0018 WSJ880908-0049
q106 AP880909-0239 AP880830-0220 WSJ880908-0015 WSJ880908-0018 WSJ880908-0049 AP880908-0263
q106 AP880912-0031 WSJ880908-0015 WSJ880908-0018 WSJ880908-0049 AP880908-0263 AP880909-0239
q106 WSJ880912-0045 WSJ880908-0018 WSJ880908-0049 AP880908-0263 AP880909-0239 AP880912-0031
q106 WSJ880915-0035 WSJ880908-0049 AP880908-0263 AP880909-0239 AP880912-0031 WSJ880912-0045
q106 AP880915-0055 AP880908-0263 AP880909-0239 AP880912-0031 WSJ880912-0045 WSJ880915-0035
q106 WSJ880926-0020 AP880912-0031 WSJ880912-0045 WSJ880915-0035 AP880915-0055 WSJ880915-0150
q106 WSJ880926-0063 WSJ880912-0045 WSJ880915-0035 AP880915-0055 WSJ880915-0150 WSJ880926-0020
q106 WSJ881003-0006 WSJ880915-0035 AP880915-0055 WSJ880915-0150 WSJ880926-0020 WSJ880926-0063
q106 AP881010-0268 AP880915-0055 WSJ880915-0150 WSJ880926-0020 WSJ880926-0063 WSJ881003-0006
q106 WSJ881024-0002 WSJ880915-0150 WSJ880926-0020 WSJ880926-0063 WSJ881003-0006 AP881010-0268
q106 WSJ881024-0129 WSJ880926-0020 WSJ880926-0063 WSJ881003-0006 AP881010-0268 WSJ881024-0002
q106 WSJ881025-0106 WSJ880926-0063 WSJ881003-0006 AP881010-0268 WSJ881024-0002 WSJ881024-0129
q106 AP881026-0247 WSJ881003-0006 AP881010-0268 WSJ881024-0002 WSJ881024-0129 WSJ881025-0106
q106 WSJ881109-0044 AP881010-0268 WSJ881024-0002 WSJ881024-0129 WSJ881025-0106 AP881026-0247
q106 WSJ881115-0065 WSJ881024-0002 WSJ881024-0129 WSJ881025-0106 AP881026-0247 WSJ881109-0044
q106 AP881119-0093 WSJ881024-0129 WSJ881025-0106 AP881026-0247 WSJ881109-0044 WSJ881115-0065
q106 AP881129-0168 AP881026-0247 WSJ881109-0044 WSJ881115-0065 AP881119-0093 AP881119-0125
q106 AP890112-0122 WSJ881109-0044 WSJ881115-0065 AP881119-0093 AP881119-0125 AP881129-0168
q106 AP890201-0249 WSJ881115-0065 AP881119-0093 AP881119-0125 AP881129-0168 AP890112-0122
q106 AP890202-0252 AP881119-0093 AP881119-0125 AP881129-0168 AP890112-0122 AP890201-0249
q106 AP890309-0164 AP881119-0125 AP881129-0168 AP890112-0122 AP890201-0249 AP890202-0252
q106 AP890310-0276 AP881129-0168 AP890112-0122 AP890201-0249 AP890202-0252 AP890309-0164
q106 AP890316-0221 AP890112-0122 AP890201-0249 AP890202-0252 AP890309-0164 AP890310-0276
q106 AP890406-0272 AP890201-0249 AP890202-0252 AP890309-0164 AP890310-0276 AP890316-0221
q106 AP890629-0030 AP890202-0252 AP890309-0164 AP890310-0276 AP890316-0221 AP890406-0272
q106 AP890720-0241 AP890309-0164 AP890310-0276 AP890316-0221 AP890406-0272 AP890629-0030
q106 AP890803-0052 AP890310-0276 AP890316-0221 AP890406-0272 AP890629-0030 AP890720-0241
q106 WSJ890803-0053 AP890316-0221 AP890406-0272 AP890629-0030 AP890720-0241 AP890803-0052
q106 WSJ890817-0075 AP890406-0272 AP890629-0030 AP890720-0241 AP890803-0052 WSJ890803-0053
q106 AP890829-0230 AP890629-0030 AP890720-0241 AP890803-0052 WSJ890803-0053 WSJ890817-0075
q106 AP890901-0244 AP890720-0241 AP890803-0052 WSJ890803-0053 WSJ890817-0075 AP890829-0230
q106 WSJ890905-0126 AP890803-0052 WSJ890803-0053 WSJ890817-0075 AP890829-0230 AP890901-0244
q106 AP890905-0166 WSJ890803-0053 WSJ890817-0075 AP890829-0230 AP890901-0244 WSJ890905-0126
q106 WSJ890911-0089 WSJ890817-0075 AP890829-0230 AP890901-0244 WSJ890905-0126 AP890905-0166
q106 AP890914-0022 AP890829-0230 AP890901-0244 WSJ890905-0126 AP890905-0166 WSJ890911-0089
q106 WSJ890918-0029 WSJ890905-0126 AP890905-0166 WSJ890911-0089 AP890914-0022 WSJ890914-0055
q106 WSJ890918-0123 AP890905-0166 WSJ890911-0089 AP890914-0022 WSJ890914-0055 WSJ890918-0029
q106 AP890921-0240 WSJ890911-0089 AP890914-0022 WSJ890914-0055 WSJ890918-0029 WSJ890918-0123
q106 WSJ890926-0107 AP890914-0022 WSJ890914-0055 WSJ890918-0029 WSJ890918-0123 AP890921-0240
q106 WSJ890929-0083 WSJ890914-0055 WSJ890918-0029 WSJ890918-0123 AP890921-0240 WSJ890926-0107
q106 WSJ891101-0163 WSJ890918-0029 WSJ890918-0123 AP890921-0240 WSJ890926-0107 WSJ890929-0083
q106 AP891219-0189 WSJ890918-0123 AP890921-0240 WSJ890926-0107 WSJ890929-0083 WSJ891101-0163
q106 AP891227-0015 AP890921-0240 WSJ890926-0107 WSJ890929-0083 WSJ891101-0163 AP891219-0189
q106 AP900202-0208 WSJ890926-0107 WSJ890929-0083 WSJ891101-0163 AP891219-0189 AP891227-0015
q106 AP900202-0211 WSJ890929-0083 WSJ891101-0163 AP891219-0189 AP891227-0015 AP900202-0208
q106 AP900214-0135 WSJ891101-0163 AP891219-0189 AP891227-0015 AP900202-0208 AP900202-0211
q106 AP900312-0227 AP891219-0189 AP891227-0015 AP900202-0208 AP900202-0211 AP900214-0135
q106 AP900330-0215 AP891227-0015 AP900202-0208 AP900202-0211 AP900214-0135 AP900312-0227
q106 AP900330-0249 AP900202-0208 AP900202-0211 AP900214-0135 AP900312-0227 AP900330-0215
q106 AP900405-0040 AP900202-0211 AP900214-0135 AP900312-0227 AP900330-0215 AP900330-0249
q106 WSJ900406-0143 AP900214-0135 AP900312-0227 AP900330-0215 AP900330-0249 AP900405-0040
q106 AP900410-0247 AP900312-0227 AP900330-0215 AP900330-0249 AP900405-0040 WSJ900406-0143
q106 AP900426-0232 AP900330-0215 AP900330-0249 AP900405-0040 WSJ900406-0143 AP900410-0247
q106 WSJ900504-0102 AP900330-0249 AP900405-0040 WSJ900406-0143 AP900410-0247 AP900426-0232
q106 AP900504-0198 AP900405-0040 WSJ900406-0143 AP900410-0247 AP900426-0232 WSJ900504-0102
q106 WSJ900510-0120 WSJ900406-0143 AP900410-0247 AP900426-0232 WSJ900504-0102 AP900504-0198
q106 AP900511-0252 AP900410-0247 AP900426-0232 WSJ900504-0102 AP900504-0198 WSJ900510-0120
q106 WSJ900517-0007 AP900426-0232 WSJ900504-0102 AP900504-0198 WSJ900510-0120 AP900511-0252
q106 WSJ900525-0082 WSJ900504-0102 AP900504-0198 WSJ900510-0120 AP900511-0252 WSJ900517-0007
q106 WSJ900606-0165 AP900504-0198 WSJ900510-0120 AP900511-0252 WSJ900517-0007 WSJ900525-0082
q106 WSJ900628-0015 WSJ900510-0120 AP900511-0252 WSJ900517-0007 WSJ900525-0082 WSJ900606-0165
q106 WSJ900719-0023 AP900511-0252 WSJ900517-0007 WSJ900525-0082 WSJ900606-0165 WSJ900628-0015
q106 WSJ900724-0066 WSJ900525-0082 WSJ900606-0165 WSJ900628-0015 WSJ900719-0023 WSJ900719-0027
q106 AP900729-0090 WSJ900606-0165 WSJ900628-0015 WSJ900719-0023 WSJ900719-0027 WSJ900724-0066
q106 WSJ900806-0071 WSJ900628-0015 WSJ900719-0023 WSJ900719-0027 WSJ900724-0066 AP900729-0090
q106 WSJ900806-0078 WSJ900719-0023 WSJ900719-0027 WSJ900724-0066 AP900729-0090 WSJ900806-0071
q106 WSJ900828-0111 WSJ900719-0027 WSJ900724-0066 AP900729-0090 WSJ900806-0071 WSJ900806-0078
q106 AP900905-0216 WSJ900724-0066 AP900729-0090 WSJ900806-0071 WSJ900806-0078 WSJ900828-0111
q106 AP900926-0230 AP900729-0090 WSJ900806-0071 WSJ900806-0078 WSJ900828-0111 AP900905-0216
q106 AP900928-0205 WSJ900806-0078 WSJ900828-0111 AP900905-0216 AP900926-0230 WSJ900928-0054
q106 AP900928-0237 WSJ900828-0111 AP900905-0216 AP900926-0230 WSJ900928-0054 AP900928-0205
q106 AP901005-0191 AP900926-0230 WSJ900928-0054 AP900928-0205 AP900928-0237 AP901002-0196
q106 AP901016-0106 WSJ900928-0054 AP900928-0205 AP900928-0237 AP901002-0196 AP901005-0191
q106 AP901109-0134 AP900928-0205 AP900928-0237 AP901002-0196 AP901005-0191 AP901016-0106
q128 WSJ880107-0129 WSJ880106-0088
q128 WSJ880111-0065 WSJ880106-0088 WSJ880107-0129
q128 WSJ880119-0100 WSJ880106-0088 WSJ880107-0129 WSJ880111-0065
q128 WSJ880120-0146 WSJ880106-0088 WSJ880107-0129 WSJ880111-0065 WSJ880119-0100
q128 WSJ880120-0167 WSJ880106-0088 WSJ880107-0129 WSJ880111-0065 WSJ880119-0100 WSJ880120-0146
q128 WSJ880128-0065 WSJ880107-0129 WSJ880111-0065 WSJ880119-0100 WSJ880120-0146 WSJ880120-0167
q128 WSJ880128-0130 WSJ880111-0065 WSJ880119-0100 WSJ880120-0146 WSJ880120-0167 WSJ880128-0065
q128 WSJ880205-0144 WSJ880119-0100 WSJ880120-0146 WSJ880120-0167 WSJ880128-0065 WSJ880128-0130
q128 WSJ880208-0098 WSJ880120-0146 WSJ880120-0167 WSJ880128-0065 WSJ880128-0130 WSJ880205-0144
q128 AP880217-0139 WSJ880120-0167 WSJ880128-0065 WSJ880128-0130 WSJ880205-0144 WSJ880208-0098
q128 AP880218-0113 WSJ880128-0065 WSJ880128-0130 WSJ880205-0144 WSJ880208-0098 AP880217-0139
q128 WSJ880219-0081 WSJ880208-0098 AP880217-0139 AP880218-0113 AP880218-0137 AP880219-0031
q128 WSJ880223-0119 AP880217-0139 AP880218-0113 AP880218-0137 AP880219-0031 WSJ880219-0081
q128 WSJ880226-0090 AP880218-0113 AP880218-0137 AP880219-0031 WSJ880219-0081 WSJ880223-0119
q128 WSJ880301-0009 AP880218-0137 AP880219-0031 WSJ880219-0081 WSJ880223-0119 WSJ880226-0090
q128 WSJ880302-0077 AP880219-0031 WSJ880219-0081 WSJ880223-0119 WSJ880226-0090 WSJ880301-0009
q128 AP880304-0217 WSJ880219-0081 WSJ880223-0119 WSJ880226-0090 WSJ880301-0009 WSJ880302-0077
q128 WSJ880307-0079 WSJ880223-0119 WSJ880226-0090 WSJ880301-0009 WSJ880302-0077 AP880304-0217
q128 WSJ880315-0163 WSJ880226-0090 WSJ880301-0009 WSJ880302-0077 AP880304-0217 WSJ880307-0079
q128 AP880316-0017 WSJ880301-0009 WSJ880302-0077 AP880304-0217 WSJ880307-0079 WSJ880315-0163
q128 AP880317-0262 WSJ880302-0077 AP880304-0217 WSJ880307-0079 WSJ880315-0163 AP880316-0017
q128 AP880318-0182 AP880304-0217 WSJ880307-0079 WSJ880315-0163 AP880316-0017 AP880317-0262
q128 AP880318-0305 WSJ880307-0079 WSJ880315-0163 AP880316-0017 AP880317-0262 AP880318-0182
q128 AP880319-0201 WSJ880315-0163 AP880316-0017 AP880317-0262 AP880318-0182 AP880318-0305
q128 AP880321-0259 AP880316-0017 AP880317-0262 AP880318-0182 AP880318-0305 AP880319-0201
q128 AP880328-0246 AP880317-0262 AP880318-0182 AP880318-0305 AP880319-0201 AP880321-0259
q128 WSJ880330-0102 AP880318-0182 AP880318-0305 AP880319-0201 AP880321-0259 AP880328-0246
q128 WSJ880331-0147 AP880318-0305 AP880319-0201 AP880321-0259 AP880328-0246 WSJ880330-0102
q128 AP880406-0105 AP880319-0201 AP880321-0259 AP880328-0246 WSJ880330-0102 WSJ880331-0147
q128 WSJ880407-0128 AP880321-0259 AP880328-0246 WSJ880330-0102 WSJ880331-0147 AP880406-0105
q128 AP880407-0173 AP880328-0246 WSJ880330-0102 WSJ880331-0147 AP880406-0105 WSJ880407-0128
q128 WSJ880413-0135 WSJ880330-0102 WSJ880331-0147 AP880406-0105 WSJ880407-0128 AP880407-0173
q128 WSJ880420-0142 WSJ880331-0147 AP880406-0105 WSJ880407-0128 AP880407-0173 WSJ880413-0135
q128 WSJ880426-0103 AP880406-0105 WSJ880407-0128 AP880407-0173 WSJ880413-0135 WSJ880420-0142
q128 WSJ880516-0093 WSJ880407-0128 AP880407-0173 WSJ880413-0135 WSJ880420-0142 WSJ880426-0103
q128 AP880520-0315 AP880407-0173 WSJ880413-0135 WSJ880420-0142 WSJ880426-0103 WSJ880516-0093
q128 WSJ880608-0171 WSJ880413-0135 WSJ880420-0142 WSJ880426-0103 WSJ880516-0093 AP880520-0315
q128 WSJ880614-0032 WSJ880420-0142 WSJ880426-0103 WSJ880516-0093 AP880520-0315 WSJ880608-0171
q128 AP880628-0189 WSJ880426-0103 WSJ880516-0093 AP880520-0315 WSJ880608-0171 WSJ880614-0032
q128 WSJ880707-0164 WSJ880516-0093 AP880520-0315 WSJ880608-0171 WSJ880614-0032 AP880628-0189
q128 WSJ880707-0189 AP880520-0315 WSJ880608-0171 WSJ880614-0032 AP880628-0189 WSJ880707-0164
q128 WSJ880711-0006 WSJ880608-0171 WSJ880614-0032 AP880628-0189 WSJ880707-0164 WSJ880707-0189
q128 WSJ880718-0043 WSJ880614-0032 AP880628-0189 WSJ880707-0164 WSJ880707-0189 WSJ880711-0006
q128 AP880720-0290 AP880628-0189 WSJ880707-0164 WSJ880707-0189 WSJ880711-0006 WSJ880718-0043
q128 WSJ880722-0004 WSJ880707-0189 WSJ880711-0006 WSJ880718-0043 AP880720-0290 WSJ880721-0095
q128 WSJ880722-0070 WSJ880711-0006 WSJ880718-0043 AP880720-0290 WSJ880721-0095 WSJ880722-0004
q128 WSJ880722-0153 WSJ880718-0043 AP880720-0290 WSJ880721-0095 WSJ880722-0004 WSJ880722-0070
q128 WSJ880729-0012 AP880720-0290 WSJ880721-0095 WSJ880722-0004 WSJ880722-0070 WSJ880722-0153
q128 AP880807-0083 WSJ880721-0095 WSJ880722-0004 WSJ880722-0070 WSJ880722-0153 WSJ880729-0012
q128 WSJ880808-0096 WSJ880722-0004 WSJ880722-0070 WSJ880722-0153 WSJ880729-0012 AP880807-0083
q128 WSJ880810-0148 WSJ880722-0070 WSJ880722-0153 WSJ880729-0012 AP880807-0083 WSJ880808-0096
q128 WSJ880812-0137 WSJ880722-0153 WSJ880729-0012 AP880807-0083 WSJ880808-0096 WSJ880810-0148
q128 AP880815-0275 WSJ880729-0012 AP880807-0083 WSJ880808-0096 WSJ880810-0148 WSJ880812-0137
q128 WSJ880816-0162 AP880807-0083 WSJ880808-0096 WSJ880810-0148 WSJ880812-0137 AP880815-0275
q128 WSJ880817-0157 WSJ880808-0096 WSJ880810-0148 WSJ880812-0137 AP880815-0275 WSJ880816-0162
q128 WSJ880826-0152 WSJ880810-0148 WSJ880812-0137 AP880815-0275 WSJ880816-0162 WSJ880817-0157
q128 WSJ880909-0109 WSJ880812-0137 AP880815-0275 WSJ880816-0162 WSJ880817-0157 WSJ880826-0152
q128 WSJ880913-0170 AP880815-0275 WSJ880816-0162 WSJ880817-0157 WSJ880826-0152 WSJ880909-0109
q128 WSJ880928-0085 WSJ880816-0162 WSJ880817-0157 WSJ880826-0152 WSJ880909-0109 WSJ880913-0170
q128 AP880928-0274 WSJ880817-0157 WSJ880826-0152 WSJ880909-0109 WSJ880913-0170 WSJ880928-0085
q128 AP880929-0269 WSJ880826-0152 WSJ880909-0109 WSJ880913-0170 WSJ880928-0085 AP880928-0274
q128 WSJ881006-0162 WSJ880909-0109 WSJ880913-0170 WSJ880928-0085 AP880928-0274 AP880929-0269
q128 AP881006-0262 WSJ880913-0170 WSJ880928-0085 AP880928-0274 AP880929-0269 WSJ881006-0162
q128 WSJ881013-0138 AP880928-0274 AP880929-0269 WSJ881006-0162 AP881006-0262 WSJ881007-0179
q128 WSJ881018-0101 AP880929-0269 WSJ881006-0162 AP881006-0262 WSJ881007-0179 WSJ881013-0138
q128 AP881019-0061 WSJ881006-0162 AP881006-0262 WSJ881007-0179 WSJ881013-0138 WSJ881018-0101
q128 WSJ881019-0094 AP881006-0262 WSJ881007-0179 WSJ881013-0138 WSJ881018-0101 AP881019-0061
q128 WSJ881020-0119 WSJ881007-0179 WSJ881013-0138 WSJ881018-0101 AP881019-0061 WSJ881019-0094
q128 WSJ881026-0107 WSJ881013-0138 WSJ881018-0101 AP881019-0061 WSJ881019-0094 WSJ881020-0119
q128 AP881028-0313 WSJ881018-0101 AP881019-0061 WSJ881019-0094 WSJ881020-0119 WSJ881026-0107
q128 WSJ881031-0121 AP881019-0061 WSJ881019-0094 WSJ881020-0119 WSJ881026-0107 AP881028-0313
q128 WSJ881031-0136 WSJ881019-0094 WSJ881020-0119 WSJ881026-0107 AP881028-0313 WSJ881031-0121
q128 WSJ881102-0124 WSJ881020-0119 WSJ881026-0107 AP881028-0313 WSJ881031-0121 WSJ881031-0136
q128 WSJ881116-0131 WSJ881026-0107 AP881028-0313 WSJ881031-0121 WSJ881031-0136 WSJ881102-0124
q128 AP881123-0058 AP881028-0313 WSJ881031-0121 WSJ881031-0136 WSJ881102-0124 WSJ881116-0131
q128 AP881123-0154 WSJ881031-0121 WSJ881031-0136 WSJ881102-0124 WSJ881116-0131 AP881123-0058
q128 AP881123-0262 WSJ881031-0136 WSJ881102-0124 WSJ881116-0131 AP881123-0058 AP881123-0154
q128 AP881130-0236 WSJ881102-0124 WSJ881116-0131 AP881123-0058 AP881123-0154 AP881123-0262
q128 AP881201-0115 WSJ881116-0131 AP881123-0058 AP881123-0154 AP881123-0262 AP881130-0236
q128 AP881202-0222 AP881123-0058 AP881123-0154 AP881123-0262 AP881130-0236 AP881201-0115
